Osiedle Korona Pragi - apartament trzypokojowy,520000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/osiedle-korona-pragi-+-apartament-trzypokojowy/1007309443050911378581009,2020-05-17 13:27,0
Osiedle Korona Pragi - apartament trzypokojowy,520000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/osiedle-korona-pragi-+-apartament-trzypokojowy/1007309443050911378581009,2020-05-17 13:27,0
ROI 7% NETTO!,206500,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/roi-7-netto/1007309268630911437540209,2020-05-17 13:27,0
ROI 7% NETTO!,162500,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/roi-7-netto/1007309328410911437540209,2020-05-17 13:27,0
ROI 7% NETTO!,277500,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/roi-7-netto/1007309328320911437540209,2020-05-17 13:27,0
Mieszkanie - Warszawa > Praga-Południe > Józefa Dwernickiego,425000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/mieszkanie-+-warszawa-praga+poludnie-jozefa-dwernickiego/1007308099730911115501509,2020-05-17 12:27,0
Z widokiem na Jezioro Gocławskie,550000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/z-widokiem-na-jezioro-goclawskie/1007308952990911378581009,2020-05-17 12:27,0
Mieszkanie przy Placu Szembeka w kamienicy!,465000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/mieszkanie-przy-placu-szembeka-w-kamienicy/1007308952980911378581009,2020-05-17 12:27,0
2 pokoje Praga Południe ul. Grochowska,420000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/2-pokoje-praga-poludnie-ul-grochowska/1007308952750911378860309,2020-05-17 12:27,0
Po generalnym remoncie ! 2 pokoje w świetnej lokalizacji ,498147,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/po-generalnym-remoncie-2-pokoje-w-swietnej-lokalizacji/1007309086100910978453209,2020-05-17 12:27,0
2 POK | R.WIATRACZNA | CENA DO NEGOCJACJI | KW,359000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/2-pok-r-wiatraczna-cena-do-negocjacji-kw/1007308913300911162365709,2020-05-17 11:27,0
"Praga Płd, świeżo po remoncie, 16 mins do centrum!",539000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/praga-pld-swiezo-po-remoncie-16-mins-do-centrum/1007299036460912577290809,2020-05-17 10:27,0
Idealne mieszkanie dla singli lub młodych gotowe do w prowadzenia.,405000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/idealne-mieszkanie-dla-singli-lub-mlodych-gotowe-do-w-prowadzenia/1007308588820912099690009,2020-05-17 10:27,0
OKAZJA Bezpośrednio Rozkładowe 2 pokoje ul. Grenadierów.  ,410000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/okazja-bezposrednio-rozkladowe-2-pokoje-ul-grenadierow/1007079659840910476824009,2020-05-17 09:27,0
Osiedle Ateńska,450000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/osiedle-atenska-saska-kepa-balkon/1007308099750911293847109,2020-05-17 08:27,0
Mieszkanie - Warszawa > Praga-Południe > Kamionek > Stanisława Augusta,407000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/mieszkanie-+-warszawa-praga+poludnie-kamionek-stanislawa-augusta/1007308073730911115501509,2020-05-17 08:27,0
2 pokoje w KAMIENICY na Pradze!,465000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/2-pokoje-w-kamienicy-na-pradze/1007308050330912407250109,2020-05-17 04:27,0
2 pokoje w kamienicy na Pradze!,339000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/2-pokoje-w-kamienicy-na-pradze/1007308026810912407250109,2020-05-17 04:27,0
Apartament ! Gocław!,356000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/apartament-goclaw/1007308055070912407250109,2020-05-17 04:27,0
"Wyremontowane, 3pokojowe przy Centralnej Bibliotece Wojskowej.",440000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/wyremontowane-3pokojowe-przy-centralnej-bibliotece-wojskowej/1007307997980912407250109,2020-05-17 04:27,0
2 pokoje na Pradze-Południe!,448000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/2-pokoje-na-pradze+poludnie/1007308026540912407250109,2020-05-17 03:27,0
2 pokoje przy parku! Po remoncie!,394900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/2-pokoje-przy-parku-po-remoncie/1007307997710912407250109,2020-05-17 03:27,0
"3 pokoje na Pradze - Południe, BLISKO CENTRUM!",549000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/praga-poludnie/3-pokoje-na-pradze-+-poludnie-blisko-centrum/1007308031070912407250109,2020-05-17 03:27,0
